	S0	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	S18	S19	S20	S21	S22	S23	S24	S25	S26	S27	S28	S29	S30	S31	S32	S33	S34	S35	S36	S37	S38	S39	S40	S41	S42	S43	S44	S45	S46	S47	S48	S49
Y0	0.5666091271720436	0.3354223751078449	-0.08087338865579813	1.133342906626661	0.635636979810573	-0.4303188069052115	-1.1395719175580892	0.5276630373932856	0.512719692548245	0.463307288953292	-0.42780312250849495	-0.5215235784040133	-0.7054102991444284	0.5868985721276441	-0.5381190028605594	0.43691611740255343	0.5138662493125685	-1.351958653222522	-0.5772345735216569	0.26694458308187036	-0.7664803460768608	-0.12030596610559599	0.1525660229027801	-0.13823691591946996	-0.6805674589616165	0.4258881690337201	-0.6718932280601828	1.1119508317504592	-0.28614450862661817	0.07582730851763278	0.0663473934269464	0.5443045095649062	0.5924090301515053	-0.7502505603992908	0.025632960754525647	0.7214348391390432	-0.14568659158049618	0.028174755096930737	-0.2920887500537509	1.3823640646998148	-1.1382062335931187	-1.101688969273713	-0.8525417329724071	0.40077316217216397	0.5586377160708523	-0.05636559097740457	0.04994145235737249	-0.9715258290368256	0.546850114323129	0.5984258689998105
Y1	0.15885401860844034	0.018613880530619215	0.03181872484180864	1.2072080563242102	0.895746972762319	-0.2963263596214031	-0.8871910634196745	0.42761016430261295	0.34399625097991027	0.40901690309607147	-0.6685471174832858	-0.5848638904628345	-0.7819567595461839	1.3769232392635482	-0.49964261130385546	0.4740772005399395	0.3525060547456674	-1.3330282256233712	-0.7567685153275783	1.0648145849138144	-0.27325998387963274	-0.2606548391427737	0.07125686253005747	-1.0966814025361442	-0.7490635639061827	0.706642740876458	-0.9825066637981069	1.14873843447502	-0.37390019521989626	0.20875935236382248	0.3627512038825456	0.5978913403710866	-0.01941439086688887	-0.05779051869382426	-0.1787947134383409	0.512639345183114	-0.13528188314174128	0.08907770031507573	0.4718279577470184	1.0286811128076558	-0.3522732902105606	-0.5883148150320822	-0.3672569983960748	0.331191443311436	0.009844972913185035	-0.7307174134618011	0.3713709900308592	-0.6526292133552579	1.3616297621810527	-0.017185465775995945
Y2	0.7859189921107798	-0.26282517829102464	-0.7690905142951432	1.0612596613902123	0.857551313636344	-0.1353531409484527	-0.6750332059039277	0.1579827233840287	0.8879566057444546	1.0329604281450924	-0.7425560084338826	-0.5430385292063972	-0.7767512097726732	0.8673719000837145	-0.6850365704992877	-0.268410011309988	0.42141745474052106	-0.9051890886436506	-0.2883482721692353	0.2957633785851466	0.01587375893397075	0.3411278509974829	-0.19483488200765706	-0.7952729858081686	-1.1173138796440871	1.001924678739683	-0.055395124733196854	1.3873604101792567	-0.772238419003193	0.25117813323983357	0.10810301729952726	1.0644022508151454	0.5580211405339759	-0.25065803874827164	0.6711851651491074	0.4748305234298147	0.7983187388638089	-0.22143352517746345	0.3761957063901967	0.5675188853773135	-0.5541719801806063	-0.884041767650796	-1.0444045374878563	-0.07649709347404515	0.6059229051795828	0.1473249180307989	-0.13355359856927695	-1.2453970024051033	0.5246263412875176	0.5473375082469724
Y3	0.591567462332818	-0.42169953883939426	-0.6113780626550989	0.7692881265886885	0.6958088113207397	0.3909821212560529	-1.159209706451889	-0.01671178235094467	1.0194731756676547	1.0367386552391102	-0.06808350232718169	-1.1066347440325284	-0.43783151706481127	0.6248666271414265	-0.4128618931154563	0.6305813669609642	0.41625477102316866	-0.8822703266187043	-0.7935600912103913	1.147366198618805	-0.5885911695704391	-0.3998239146104671	-0.043175219962379274	-0.7742671236200691	-1.1455079586369106	0.36522777262452244	-0.3869844750768493	1.0235445868498536	-0.4693808771597274	-0.15484044440382597	0.4270650635512529	0.6014265533241087	0.06049679574099309	0.232663107623451	-0.24006154558159465	0.32713378162304346	0.7614577816656978	-0.15536780536215417	0.496738610723368	1.4454251310532444	-0.6477740694225318	-1.529892573270521	-0.8036951560113239	0.5114034945686965	0.593549265743392	-0.13533566637179958	0.10345049044629523	-0.8870342390044059	0.46038602739517986	0.6095529080374168
Y4	0.33231474786927834	-0.17675053632568927	0.06193932568243704	0.23565158424517713	0.5100205553471838	0.10888066930318087	-1.2765482832784687	0.4340148395770115	0.9740869077694154	0.17506221308046005	-0.014668959566508322	-0.6992188813260439	-1.0194216493737347	1.3902000361372866	-0.6298369735255106	0.4506811372028917	1.068841319574731	-0.6948891424361066	0.004281200085841874	1.1371739094573285	-0.529979745661032	-0.23559222283946593	-0.4633505720668854	-0.7811742539756535	-0.8279929061098443	0.5255997110724757	-0.7760232008742289	0.4833128179920066	-0.7512841198715821	-0.30958710501799036	0.5208736194839011	1.1852612650217962	0.043566969667894584	-0.13491749970537165	-0.08829959360593287	0.8343561364760023	0.2544037771633787	-0.27276923354476723	0.1389655318075	0.5643811636972162	-0.37065306695502925	-0.9139644038289709	-0.2977684512018016	0.61222412696935	0.79919953723251	-0.31960906718837107	0.04150885760932038	-0.6135364583332712	1.5073768010360906	0.22076771920844473
Y5	1.0457308395896967	-0.018654642958895545	-0.20747603782263802	0.5963225168677678	1.0577696349965966	0.48117131223349385	-0.8532984468299799	0.1344475948807174	0.23751314739373475	0.17406685690713142	-1.0075840656653479	-1.1928063054115559	-1.0103879830914984	1.3435635098149303	-0.8286686069986583	-0.12893500013755704	0.9287772418751121	-0.9616737329992662	-0.3040476196674534	0.4807498889945876	-0.5234649149982482	-0.36838526317452736	-0.4323541155401721	-1.1017520704799764	-0.9971984282698156	0.006778855854371657	-0.9809127611120958	0.7922439542332441	-0.012791783261973388	-0.5297147151696047	1.005233438795646	0.7957775385476584	-0.25758346022251966	-0.27932537467199314	0.4827014657921016	0.47494279067001255	0.6349760012099065	-0.09614902210034393	-0.0747934514344718	0.8588293833646259	-0.9580720567604333	-0.737086017542999	-0.8210255046987549	0.5630545886352293	0.604643681439351	-0.7974917044285941	-0.09569944140363484	-0.3734846284955654	0.7974582839799418	0.7728589066197811
Y6	0.9266344325964623	-0.15712305983234	-0.6362448929614981	0.8308660836410171	0.38195123216062943	0.49576231902461365	-0.6695970816617616	0.025717606787519803	0.9115231337945056	0.5003799799094353	-0.6583055688622786	-0.7664024888226222	-0.9407791930473517	0.6400722195947087	-1.295607064557891	0.31024610372517347	0.09066472596101827	-0.7239334822097492	-0.7468586229562049	0.6824825342074295	-0.3294786839842158	-0.3858124983282491	-0.5935337735495985	-0.3096643384797989	-0.9004407895013611	-0.0082133866050208	-0.3177689372390708	0.8477101255031545	-0.44069050144933297	0.06279921234787855	0.0916974856528801	1.2923130463235715	0.10324954341839071	-0.40300581440189964	0.6866753314581959	0.42696205943538507	-0.05009597858558362	0.13529259953659784	0.01307729609529644	1.1192411643542752	-0.8659185963707106	-1.2443147910697276	-0.3569831865913266	0.07726352588792831	0.23045134190921363	-0.23214761261785785	-0.16856718455890374	-1.0671251526589516	0.5924358163554759	-0.11396154674515202
Y7	-0.795153961196394	0.7919461231053857	-0.2844706253573032	0.6927492166093634	0.5926056397601012	-0.5423855717843163	-0.7643844865218241	-0.9591626854684103	0.6163151500920054	0.5425896391414229	-1.047389586700033	-0.36801623810786616	0.31567909412062356	0.795939607382538	0.700238814686151	-0.2765835821698005	0.648134602960543	0.49617894391623474	-0.2531335109617003	0.2656737026105397	-0.5495285921052945	-0.8740277403617872	-0.4718107789164945	0.15308419243920374	-0.38913643449606444	0.2943064672441218	0.10117783121923435	-1.214320654287531	0.6187751922136709	-1.0390569155775735	-0.9818017617064214	-0.05231099140932416	-0.17682781605390452	0.17542082964025785	0.4653137904969043	0.846451278023429	-0.16857733512471162	-0.309475560263889	-0.7748675228557209	0.3922376653510292	-0.4896457031241904	0.8391956554232114	-0.6577488298893321	-0.030369178085887627	1.1786243753942371	0.0334689125816775	-0.2488189513043783	-1.064431766801239	-0.6885408768158671	0.5415984421525988
Y8	-1.0796903895108416	0.8604930518452185	-0.6168672136053489	1.1150903272527533	0.34887518435457937	-0.5205398087467239	-0.8053140943917678	-0.6754459617119576	0.86217838975157	-0.19967837171605937	-0.47893553146874424	-0.39221517903678876	0.6869641270322522	0.28741814014590344	0.84720458970014	-0.03318534197961656	0.4468092959256877	1.1638995462539528	-0.46420538562228214	0.47945263132995586	-0.38057741272901746	-0.6193597666834856	0.2016848532798097	0.47092330253185577	-1.137103764789924	-0.35611586198578193	-0.43466541790058655	-0.7593106120608865	0.5049298985187565	-1.3131781512813383	-0.929425473560803	-0.16736253695595166	-0.08565982175478398	0.617591259492978	0.7622377225600522	0.6198697877263566	-0.271336758248658	-0.5519569717048299	-1.0505690358898616	0.9961247710722374	-1.2910418233728012	0.669652140862091	-0.6038370597079736	0.24397484858766222	0.6711586607869854	0.24845261394450235	-0.15169461422759345	-0.7317516475218013	-0.35492188728412954	0.30580390374600025
Y9	-0.4526571502440454	0.510665007270069	-0.8429759359052679	1.2785104133609984	0.5219498292506166	-0.19454727924729637	-0.28423375074378743	-0.7606832834034991	0.6248977243203679	0.5180186658558894	-0.3883066639202103	-0.46783384828978336	1.214755443980124	0.9348128806779036	1.079933886949314	0.14682276332433614	0.6238820304209405	0.5641241773585203	-0.1853436354535864	0.24115506337347442	-1.045672345671762	-0.4345634844350871	0.4038620907047572	0.2976465006148896	-0.8957709041588667	-0.3539178123404052	-0.565744052314639	-0.9543590701749596	0.584794111488241	-1.3247515345309613	-1.1088479555506603	-0.5869560756440368	-0.725289173477212	0.021332383824449797	1.2913110777081498	0.5381504557533114	-0.3592275201528852	0.16933584861609863	-1.2915743280604088	0.43717398701073845	-0.3742692741483815	0.6374059041934392	-0.3298424929606882	0.17382772105386318	0.4516129095551764	-0.01012662840382289	-0.15336112904471183	-1.2411734578475988	-0.38516816591483216	0.8752898215939946
